Line#,Date,Time,"Pressure (S-BPA 10945459:2263803-1), mbar, UCFC-Field","Rain (S-RGA 10945459:10160298-1), mm, UCFC-Field Rain","PAR (S-LIA 10945459:2287369-1), uE, UCFC-Field PAR","Temperature (S-THB 10945459:2308813-1), *C, UCFC-Field Air Temp","Dew Point (S-THB 10945459:2308813-3), *C, UCFC-Field DewPt","RH (S-THB 10945459:2308813-2), %, UCFC-Field RH","Wind Speed (S-WCA 10945459:9668869-1), m/s, UCFC-Field Wind Speed","Gust Speed (S-WCA 10945459:9668869-2), m/s, UCFC-Field Gust Speed","Wind Direction (S-WCA 10945459:9668869-3), *, UCFC-Field Wind Dir","Temperature (S-TMB 10945459:2288366-1), *C, UCFC-Field Soil Temp","Battery (RX3000 BATTERY 10945459:10945459-B), V, UCFC-Field Batt","Wind Direction (S-WCA 10945459:9668869-3), *, UCFC-Field","Rain (S-RGA 10945459:10160298-1), mm, UCFC-Field","Battery (RX3000 BATTERY 10945459:10945459-B), V, UCFC-Field","Wind Speed (S-WCA 10945459:9668869-1), m/s, UCFC-Field","Gust Speed (S-WCA 10945459:9668869-2), m/s, UCFC-Field","RH (S-THB 10945459:2308813-2), %, UCFC-Field","Dew Point (S-THB 10945459:2308813-3), *C, UCFC-Field","Temperature (S-THB 10945459:2308813-1), *C, UCFC-Field","Temperature (S-TMB 10945459:2288366-1), *C, UCFC-Field","Temperature (S-TMB 10945459:2288366-1), *C, UCFC-Field Temp air","PAR (S-LIA 10945459:2287369-1), uE, UCFC-Field"
1917,05/29/17,04:10:00,,,,,,,,,,,4.314,,,,,,,,,,,
1918,05/29/17,04:15:00,988.0,0.0,1,14.07,13.98,99.30,0.0,0.0,101,17.06,4.322,,,,,,,,,,,
1919,05/29/17,04:20:00,,,,,,,,,,,4.323,,,,,,,,,,,
1920,05/29/17,04:25:00,,,,,,,,,,,4.326,,,,,,,,,,,
1921,05/29/17,04:30:00,988.2,0.0,1,13.98,13.89,99.30,0.0,0.0,101,17.11,4.313,,,,,,,,,,,
1922,05/29/17,04:35:00,,,,,,,,,,,4.307,,,,,,,,,,,
1923,05/29/17,04:40:00,,,,,,,,,,,4.314,,,,,,,,,,,
1924,05/29/17,04:45:00,988.2,0.0,1,13.98,13.86,99.10,0.0,0.0,101,17.06,4.320,,,,,,,,,,,
1925,05/29/17,04:50:00,,,,,,,,,,,4.323,,,,,,,,,,,
1926,05/29/17,04:55:00,,,,,,,,,,,4.325,,,,,,,,,,,
1927,05/29/17,05:00:00,988.5,0.0,1,14.15,14.07,99.40,0.0,0.0,101,16.99,4.314,,,,,,,,,,,
1928,05/29/17,05:05:00,,,,,,,,,,,4.308,,,,,,,,,,,
1929,05/29/17,05:10:00,,,,,,,,,,,4.314,,,,,,,,,,,
1930,05/29/17,05:15:00,988.5,0.0,1,14.36,14.30,99.50,0.0,0.0,101,16.92,4.319,,,,,,,,,,,
1931,05/29/17,05:20:00,,,,,,,,,,,4.322,,,,,,,,,,,
1932,05/29/17,05:25:00,,,,,,,,,,,4.325,,,,,,,,,,,
1933,05/29/17,05:30:00,988.6,0.0,1,14.60,14.53,99.40,0.0,0.0,101,16.82,4.314,,,,,,,,,,,
1934,05/29/17,05:35:00,,,,,,,,,,,4.305,,,,,,,,,,,
1935,05/29/17,05:40:00,,,,,,,,,,,4.313,,,,,,,,,,,
1936,05/29/17,05:45:00,988.7,0.0,1,14.53,14.45,99.40,0.0,0.0,101,16.75,4.319,,,,,,,,,,,
1937,05/29/17,05:50:00,,,,,,,,,,,4.322,,,,,,,,,,,
1938,05/29/17,05:55:00,,,,,,,,,,,4.323,,,,,,,,,,,
1939,05/29/17,06:00:00,989.1,0.0,1,14.31,14.24,99.40,0.0,0.0,101,16.72,4.314,,,,,,,,,,,
1940,05/29/17,06:05:00,,,,,,,,,,,4.307,,,,,,,,,,,
1941,05/29/17,06:10:00,,,,,,,,,,,4.313,,,,,,,,,,,
1942,05/29/17,06:15:00,989.3,0.0,4,14.58,14.53,99.60,0.0,0.0,101,16.65,4.319,,,,,,,,,,,
1943,05/29/17,06:20:00,,,,,,,,,,,4.322,,,,,,,,,,,
1944,05/29/17,06:25:00,,,,,,,,,,,4.323,,,,,,,,,,,
1945,05/29/17,06:30:00,989.8,0.0,21,14.79,14.75,99.60,0.0,0.0,101,16.65,4.311,,,,,,,,,,,
1946,05/29/17,06:35:00,,,,,,,,,,,4.305,,,,,,,,,,,
1947,05/29/17,06:40:00,,,,,,,,,,,4.314,,,,,,,,,,,
1948,05/29/17,06:45:00,990.0,0.0,51,14.70,14.65,99.60,0.0,0.0,101,16.70,4.322,,,,,,,,,,,
1949,05/29/17,06:50:00,,,,,,,,,,,4.328,,,,,,,,,,,
1950,05/29/17,06:55:00,,,,,,,,,,,4.331,,,,,,,,,,,
1951,05/29/17,07:00:00,990.4,0.0,74,14.84,14.80,99.60,0.0,0.0,101,16.75,4.322,,,,,,,,,,,
1952,05/29/17,07:05:00,,,,,,,,,,,4.317,,,,,,,,,,,
1953,05/29/17,07:10:00,,,,,,,,,,,4.323,,,,,,,,,,,
1954,05/29/17,07:15:00,990.4,0.0,109,15.13,15.08,99.60,0.0,0.0,101,16.87,4.332,,,,,,,,,,,
1955,05/29/17,07:20:00,,,,,,,,,,,4.341,,,,,,,,,,,
1956,05/29/17,07:25:00,,,,,,,,,,,4.349,,,,,,,,,,,
1957,05/29/17,07:30:00,990.4,0.0,269,15.51,15.47,99.60,0.0,0.0,101,16.94,4.338,,,,,,,,,,,
1958,05/29/17,07:35:00,,,,,,,,,,,4.331,,,,,,,,,,,
1959,05/29/17,07:40:00,,,,,,,,,,,4.340,,,,,,,,,,,
1960,05/29/17,07:45:00,990.1,0.0,376,16.13,16.12,99.80,0.0,0.0,101,16.99,4.355,,,,,,,,,,,
1961,05/29/17,07:50:00,,,,,,,,,,,4.365,,,,,,,,,,,
1962,05/29/17,07:55:00,,,,,,,,,,,4.377,,,,,,,,,,,
1963,05/29/17,08:00:00,990.4,0.0,431,18.72,18.75,100.00,0.0,0.0,101,17.20,4.376,,,,,,,,,,,
1964,05/29/17,08:05:00,,,,,,,,,,,4.374,,,,,,,,,,,
1965,05/29/17,08:10:00,,,,,,,,,,,4.388,,,,,,,,,,,
1966,05/29/17,08:15:00,990.3,0.0,501,19.22,19.20,99.70,0.0,0.0,101,17.58,4.400,,,,,,,,,,,
1967,05/29/17,08:20:00,,,,,,,,,,,4.412,,,,,,,,,,,
1968,05/29/17,08:25:00,,,,,,,,,,,4.423,,,,,,,,,,,
1969,05/29/17,08:30:00,990.0,0.0,649,19.37,19.31,99.50,0.0,0.0,101,17.77,4.411,,,,,,,,,,,
1970,05/29/17,08:35:00,,,,,,,,,,,4.395,,,,,,,,,,,
1971,05/29/17,08:40:00,,,,,,,,,,,4.398,,,,,,,,,,,
1972,05/29/17,08:45:00,990.0,0.0,776,20.25,20.14,99.20,0.0,0.0,101,18.06,4.415,,,,,,,,,,,
1973,05/29/17,08:50:00,,,,,,,,,,,4.435,,,,,,,,,,,
1974,05/29/17,08:55:00,,,,,,,,,,,4.444,,,,,,,,,,,
1975,05/29/17,09:00:00,990.0,0.0,874,20.20,19.98,98.50,0.0,0.2,101,19.53,4.424,,,,,,,,,,,
1976,05/29/17,09:05:00,,,,,,,,,,,4.394,,,,,,,,,,,
1977,05/29/17,09:10:00,,,,,,,,,,,4.398,,,,,,,,,,,
1978,05/29/17,09:15:00,990.3,0.0,961,20.70,20.33,97.60,0.0,1.9,264,21.15,4.424,,,,,,,,,,,
1979,05/29/17,09:20:00,,,,,,,,,,,4.442,,,,,,,,,,,
1980,05/29/17,09:25:00,,,,,,,,,,,4.445,,,,,,,,,,,
1981,05/29/17,09:30:00,990.1,0.0,"1,061",21.51,20.91,96.20,0.2,0.7,79,23.14,4.418,,,,,,,,,,,
1982,05/29/17,09:35:00,,,,,,,,,,,4.391,,,,,,,,,,,
1983,05/29/17,09:40:00,,,,,,,,,,,4.398,,,,,,,,,,,
1984,05/29/17,09:45:00,990.3,0.0,"1,149",22.51,21.44,93.50,0.0,0.0,209,24.80,4.429,,,,,,,,,,,
1985,05/29/17,09:50:00,,,,,,,,,,,4.447,,,,,,,,,,,
1986,05/29/17,09:55:00,,,,,,,,,,,4.441,,,,,,,,,,,
1987,05/29/17,10:00:00,990.2,0.0,"1,271",23.81,22.13,90.20,0.0,0.2,180,26.28,4.409,,,,,,,,,,,
1988,05/29/17,10:05:00,,,,,,,,,,,4.394,,,,,,,,,,,
1989,05/29/17,10:10:00,,,,,,,,,,,4.411,,,,,,,,,,,
1990,05/29/17,10:15:00,990.2,0.0,"1,341",24.48,22.17,86.80,0.2,0.7,8,27.41,4.438,,,,,,,,,,,
1991,05/29/17,10:20:00,,,,,,,,,,,4.448,,,,,,,,,,,
1992,05/29/17,10:25:00,,,,,,,,,,,4.438,,,,,,,,,,,
1993,05/29/17,10:30:00,990.4,0.0,"1,429",24.46,21.86,85.30,0.4,1.3,168,27.43,4.406,,,,,,,,,,,
1994,05/29/17,10:35:00,,,,,,,,,,,4.391,,,,,,,,,,,
1995,05/29/17,10:40:00,,,,,,,,,,,4.411,,,,,,,,,,,
1996,05/29/17,10:45:00,990.7,0.0,"1,464",24.85,21.67,82.40,0.4,1.3,131,27.53,4.439,,,,,,,,,,,
1997,05/29/17,10:50:00,,,,,,,,,,,4.445,,,,,,,,,,,
1998,05/29/17,10:55:00,,,,,,,,,,,4.426,,,,,,,,,,,
1999,05/29/17,11:00:00,990.8,0.0,"1,534",25.67,22.44,82.20,0.2,1.3,216,27.70,4.402,,,,,,,,,,,
2000,05/29/17,11:05:00,,,,,,,,,,,4.394,,,,,,,,,,,
2001,05/29/17,11:10:00,,,,,,,,,,,4.415,,,,,,,,,,,
2002,05/29/17,11:15:00,990.9,0.0,"1,611",25.77,22.63,82.70,0.4,1.5,264,28.84,4.445,,,,,,,,,,,
2003,05/29/17,11:20:00,,,,,,,,,,,4.445,,,,,,,,,,,
2004,05/29/17,11:25:00,,,,,,,,,,,4.426,,,,,,,,,,,
2005,05/29/17,11:30:00,990.9,0.0,"1,666",26.65,22.86,79.60,0.4,1.3,197,29.99,4.402,,,,,,,,,,,
2006,05/29/17,11:35:00,,,,,,,,,,,4.394,,,,,,,,,,,
2007,05/29/17,11:40:00,,,,,,,,,,,4.417,,,,,,,,,,,
2008,05/29/17,11:45:00,990.9,0.0,"1,676",26.89,22.31,75.90,0.4,0.9,108,30.62,4.448,,,,,,,,,,,
2009,05/29/17,11:50:00,,,,,,,,,,,4.444,,,,,,,,,,,
2010,05/29/17,11:55:00,,,,,,,,,,,4.426,,,,,,,,,,,
2011,05/29/17,12:00:00,991.0,0.0,979,27.01,21.76,72.90,0.4,1.1,320,30.29,4.397,,,,,,,,,,,
2012,05/29/17,12:05:00,,,,,,,,,,,4.398,,,,,,,,,,,
2013,05/29/17,12:10:00,,,,,,,,,,,4.439,,,,,,,,,,,
2014,05/29/17,12:15:00,991.2,0.0,911,27.28,21.70,71.50,0.6,1.7,191,30.85,4.453,,,,,,,,,,,
2015,05/29/17,12:20:00,,,,,,,,,,,4.435,,,,,,,,,,,
2016,05/29/17,12:25:00,,,,,,,,,,,4.417,,,,,,,,,,,
2017,05/29/17,12:30:00,991.4,0.0,329,27.97,22.37,71.50,0.4,1.1,166,32.12,4.397,,,,,,,,,,,
2018,05/29/17,12:35:00,,,,,,,,,,,4.412,,,,,,,,,,,
2019,05/29/17,12:40:00,,,,,,,,,,,4.456,,,,,,,,,,,
2020,05/29/17,12:45:00,991.3,0.0,"1,976",26.01,20.30,70.70,0.4,2.6,244,33.55,4.453,,,,,,,,,,,
2021,05/29/17,12:50:00,,,,,,,,,,,4.429,,,,,,,,,,,
2022,05/29/17,12:55:00,,,,,,,,,,,4.412,,,,,,,,,,,
2023,05/29/17,13:00:00,991.3,0.0,"1,986",27.63,21.94,71.10,0.6,1.7,212,36.01,4.400,,,,,,,,,,,
2024,05/29/17,13:05:00,,,,,,,,,,,4.438,,,,,,,,,,,
2025,05/29/17,13:10:00,,,,,,,,,,,4.469,,,,,,,,,,,
2026,05/29/17,13:15:00,991.3,0.0,414,27.55,21.62,70.00,0.7,2.2,202,36.71,4.445,,,,,,,,,,,
2027,05/29/17,13:20:00,,,,,,,,,,,4.423,,,,,,,,,,,
2028,05/29/17,13:25:00,,,,,,,,,,,4.409,,,,,,,,,,,
2029,05/29/17,13:30:00,991.4,0.0,419,27.65,20.38,64.50,0.6,2.4,212,35.10,4.400,,,,,,,,,,,
2030,05/29/17,13:35:00,,,,,,,,,,,4.430,,,,,,,,,,,
2031,05/29/17,13:40:00,,,,,,,,,,,4.465,,,,,,,,,,,
2032,05/29/17,13:45:00,991.4,0.0,411,28.34,21.46,66.20,0.6,1.7,175,35.69,4.451,,,,,,,,,,,
2033,05/29/17,13:50:00,,,,,,,,,,,4.423,,,,,,,,,,,
2034,05/29/17,13:55:00,,,,,,,,,,,4.412,,,,,,,,,,,
2035,05/29/17,14:00:00,991.5,0.0,464,25.72,19.63,69.00,0.6,2.6,88,32.25,4.397,,,,,,,,,,,
2036,05/29/17,14:05:00,,,,,,,,,,,4.420,,,,,,,,,,,
2037,05/29/17,14:10:00,,,,,,,,,,,4.462,,,,,,,,,,,
2038,05/29/17,14:15:00,991.5,0.0,"1,356",25.77,20.00,70.40,0.6,2.6,167,34.15,4.456,,,,,,,,,,,
2039,05/29/17,14:20:00,,,,,,,,,,,4.424,,,,,,,,,,,
2040,05/29/17,14:25:00,,,,,,,,,,,4.414,,,,,,,,,,,
2041,05/29/17,14:30:00,991.5,0.0,"1,839",29.02,21.62,64.30,0.6,2.6,173,37.23,4.402,,,,,,,,,,,
2042,05/29/17,14:35:00,,,,,,,,,,,4.439,,,,,,,,,,,
2043,05/29/17,14:40:00,,,,,,,,,,,4.465,,,,,,,,,,,
2044,05/29/17,14:45:00,991.3,0.0,491,28.49,20.24,60.90,0.6,1.7,187,36.17,4.436,,,,,,,,,,,
2045,05/29/17,14:50:00,,,,,,,,,,,4.418,,,,,,,,,,,
2046,05/29/17,14:55:00,,,,,,,,,,,4.408,,,,,,,,,,,
2047,05/29/17,15:00:00,991.3,0.0,"1,484",28.42,19.71,59.20,0.7,2.6,208,34.89,4.411,,,,,,,,,,,
2048,05/29/17,15:05:00,,,,,,,,,,,4.448,,,,,,,,,,,
2049,05/29/17,15:10:00,,,,,,,,,,,4.463,,,,,,,,,,,
2050,05/29/17,15:15:00,991.0,0.0,"1,261",27.46,19.94,63.50,0.6,2.8,48,31.92,4.429,,,,,,,,,,,
2051,05/29/17,15:20:00,,,,,,,,,,,4.415,,,,,,,,,,,
2052,05/29/17,15:25:00,,,,,,,,,,,4.406,,,,,,,,,,,
2053,05/29/17,15:30:00,991.1,0.0,"1,784",27.87,20.48,64.10,0.6,2.0,157,33.50,4.406,,,,,,,,,,,
2054,05/29/17,15:35:00,,,,,,,,,,,4.441,,,,,,,,,,,
2055,05/29/17,15:40:00,,,,,,,,,,,4.463,,,,,,,,,,,
2056,05/29/17,15:45:00,991.0,0.0,304,27.60,19.97,63.10,0.6,2.2,173,31.41,4.436,,,,,,,,,,,
2057,05/29/17,15:50:00,,,,,,,,,,,4.415,,,,,,,,,,,
2058,05/29/17,15:55:00,,,,,,,,,,,4.406,,,,,,,,,,,
2059,05/29/17,16:00:00,991.1,0.0,726,24.63,18.86,70.20,0.4,1.1,131,30.04,4.397,,,,,,,,,,,
2060,05/29/17,16:05:00,,,,,,,,,,,4.429,,,,,,,,,,,
2061,05/29/17,16:10:00,,,,,,,,,,,4.466,,,,,,,,,,,
2062,05/29/17,16:15:00,991.0,0.0,"1,594",28.82,20.86,62.10,0.4,1.1,167,32.79,4.451,,,,,,,,,,,
2063,05/29/17,16:20:00,,,,,,,,,,,4.421,,,,,,,,,,,
2064,05/29/17,16:25:00,,,,,,,,,,,4.409,,,,,,,,,,,
2065,05/29/17,16:30:00,991.0,0.0,836,27.78,21.09,66.90,0.7,2.2,163,33.81,4.400,,,,,,,,,,,
2066,05/29/17,16:35:00,,,,,,,,,,,4.441,,,,,,,,,,,
2067,05/29/17,16:40:00,,,,,,,,,,,4.466,,,,,,,,,,,
2068,05/29/17,16:45:00,990.6,0.0,726,27.06,17.67,56.40,0.7,2.2,175,33.13,4.436,,,,,,,,,,,
2069,05/29/17,16:50:00,,,,,,,,,,,4.418,,,,,,,,,,,
2070,05/29/17,16:55:00,,,,,,,,,,,4.408,,,,,,,,,,,
2071,05/29/17,17:00:00,990.5,0.0,"1,409",27.90,19.00,58.40,0.6,1.9,199,33.47,4.408,,,,,,,,,,,
2072,05/29/17,17:05:00,,,,,,,,,,,4.447,,,,,,,,,,,
2073,05/29/17,17:10:00,,,,,,,,,,,4.462,,,,,,,,,,,
2074,05/29/17,17:15:00,990.4,0.0,"1,304",27.85,19.01,58.60,0.7,1.5,218,33.63,4.427,,,,,,,,,,,
2075,05/29/17,17:20:00,,,,,,,,,,,4.412,,,,,,,,,,,
2076,05/29/17,17:25:00,,,,,,,,,,,4.405,,,,,,,,,,,
2077,05/29/17,17:30:00,990.2,0.0,351,25.31,17.60,62.30,0.6,1.9,181,30.39,4.391,,,,,,,,,,,
2078,05/29/17,17:35:00,,,,,,,,,,,4.408,,,,,,,,,,,
2079,05/29/17,17:40:00,,,,,,,,,,,4.454,,,,,,,,,,,
2080,05/29/17,17:45:00,990.2,0.0,289,25.84,17.98,61.80,0.7,2.4,190,29.87,4.454,,,,,,,,,,,
2081,05/29/17,17:50:00,,,,,,,,,,,4.423,,,,,,,,,,,
2082,05/29/17,17:55:00,,,,,,,,,,,4.411,,,,,,,,,,,
2083,05/29/17,18:00:00,990.2,0.0,939,26.52,17.88,59.00,0.4,0.9,167,29.74,4.400,,,,,,,,,,,
2084,05/29/17,18:05:00,,,,,,,,,,,4.432,,,,,,,,,,,
2085,05/29/17,18:10:00,,,,,,,,,,,4.465,,,,,,,,,,,
2086,05/29/17,18:15:00,990.2,0.0,209,26.11,18.18,61.60,0.6,1.9,177,28.20,4.436,,,,,,,,,,,
2087,05/29/17,18:20:00,,,,,,,,,,,4.418,,,,,,,,,,,
2088,05/29/17,18:25:00,,,,,,,,,,,4.408,,,,,,,,,,,
2089,05/29/17,18:30:00,990.2,0.0,341,25.23,18.31,65.40,0.4,0.9,140,27.41,4.395,,,,,,,,,,,
2090,05/29/17,18:35:00,,,,,,,,,,,4.408,,,,,,,,,,,
2091,05/29/17,18:40:00,,,,,,,,,,,4.435,,,,,,,,,,,
2092,05/29/17,18:45:00,990.1,0.0,356,24.51,16.90,62.50,0.4,1.7,160,26.74,4.444,,,,,,,,,,,
2093,05/29/17,18:50:00,,,,,,,,,,,4.432,,,,,,,,,,,
2094,05/29/17,18:55:00,,,,,,,,,,,4.412,,,,,,,,,,,
2095,05/29/17,19:00:00,990.3,0.0,209,24.51,17.47,64.80,0.4,0.9,212,26.40,4.395,,,,,,,,,,,
2096,05/29/17,19:05:00,,,,,,,,,,,4.388,,,,,,,,,,,
2097,05/29/17,19:10:00,,,,,,,,,,,4.406,,,,,,,,,,,
2098,05/29/17,19:15:00,990.0,0.0,161,23.76,16.17,62.40,0.4,1.7,211,25.53,4.420,,,,,,,,,,,
2099,05/29/17,19:20:00,,,,,,,,,,,4.432,,,,,,,,,,,
2100,05/29/17,19:25:00,,,,,,,,,,,4.436,,,,,,,,,,,
2101,05/29/17,19:30:00,989.7,0.0,131,23.42,16.54,65.20,0.4,0.9,142,24.92,4.418,,,,,,,,,,,
2102,05/29/17,19:35:00,,,,,,,,,,,4.400,,,,,,,,,,,
2103,05/29/17,19:40:00,,,,,,,,,,,4.395,,,,,,,,,,,
2104,05/29/17,19:45:00,989.6,0.0,106,23.06,16.32,65.70,0.2,0.6,188,24.41,4.405,,,,,,,,,,,
2105,05/29/17,19:50:00,,,,,,,,,,,4.415,,,,,,,,,,,
2106,05/29/17,19:55:00,,,,,,,,,,,4.418,,,,,,,,,,,
2107,05/29/17,20:00:00,989.6,0.0,91,22.49,16.08,67.00,0.0,0.4,188,23.88,4.405,,,,,,,,,,,
2108,05/29/17,20:05:00,,,,,,,,,,,4.386,,,,,,,,,,,
2109,05/29/17,20:10:00,,,,,,,,,,,4.386,,,,,,,,,,,
2110,05/29/17,20:15:00,990.0,0.0,64,21.87,16.10,69.70,0.0,0.4,188,23.38,4.394,,,,,,,,,,,
2111,05/29/17,20:20:00,,,,,,,,,,,4.395,,,,,,,,,,,
2112,05/29/17,20:25:00,,,,,,,,,,,4.394,,,,,,,,,,,
2113,05/29/17,20:30:00,990.1,0.0,41,20.96,15.52,71.00,0.0,0.0,188,22.85,4.380,,,,,,,,,,,
2114,05/29/17,20:35:00,,,,,,,,,,,4.368,,,,,,,,,,,
2115,05/29/17,20:40:00,,,,,,,,,,,4.371,,,,,,,,,,,
2116,05/29/17,20:45:00,990.1,0.0,21,20.25,15.92,76.10,0.0,0.0,188,22.44,4.374,,,,,,,,,,,
2117,05/29/17,20:50:00,,,,,,,,,,,4.376,,,,,,,,,,,
2118,05/29/17,20:55:00,,,,,,,,,,,4.374,,,,,,,,,,,
2119,05/29/17,21:00:00,990.1,0.0,6,19.51,15.33,76.70,0.0,0.0,188,21.91,4.359,,,,,,,,,,,
2120,05/29/17,21:05:00,,,,,,,,,,,4.352,,,,,,,,,,,
2121,05/29/17,21:10:00,,,,,,,,,,,4.356,,,,,,,,,,,
2122,05/29/17,21:15:00,989.8,0.0,1,18.77,15.67,82.10,0.0,0.0,188,21.56,4.359,,,,,,,,,,,
2123,05/29/17,21:20:00,,,,,,,,,,,4.362,,,,,,,,,,,
2124,05/29/17,21:25:00,,,,,,,,,,,4.362,,,,,,,,,,,
2125,05/29/17,21:30:00,989.8,0.0,1,18.46,16.19,86.50,0.0,0.0,188,21.25,4.352,,,,,,,,,,,
2126,05/29/17,21:35:00,,,,,,,,,,,4.346,,,,,,,,,,,
2127,05/29/17,21:40:00,,,,,,,,,,,4.349,,,,,,,,,,,
2128,05/29/17,21:45:00,989.6,0.0,1,18.18,16.62,90.50,0.0,0.0,188,21.03,4.353,,,,,,,,,,,
2129,05/29/17,21:50:00,,,,,,,,,,,4.355,,,,,,,,,,,
2130,05/29/17,21:55:00,,,,,,,,,,,4.356,,,,,,,,,,,
2131,05/29/17,22:00:00,989.9,0.0,1,17.37,15.43,88.30,0.0,0.0,188,20.86,4.346,,,,,,,,,,,
2132,05/29/17,22:05:00,,,,,,,,,,,4.337,,,,,,,,,,,
2133,05/29/17,22:10:00,,,,,,,,,,,4.343,,,,,,,,,,,
2134,05/29/17,22:15:00,990.1,0.0,1,17.22,15.61,90.10,0.0,0.0,188,20.53,4.347,,,,,,,,,,,
2135,05/29/17,22:20:00,,,,,,,,,,,4.350,,,,,,,,,,,
2136,05/29/17,22:25:00,,,,,,,,,,,4.352,,,,,,,,,,,
2137,05/29/17,22:30:00,990.4,0.0,1,17.15,15.91,92.30,0.0,0.0,188,20.29,4.341,,,,,,,,,,,
2138,05/29/17,22:35:00,,,,,,,,,,,4.332,,,,,,,,,,,
2139,05/29/17,22:40:00,,,,,,,,,,,4.338,,,,,,,,,,,
2140,05/29/17,22:45:00,990.6,0.0,1,17.08,16.13,94.00,0.0,0.0,188,20.08,4.343,,,,,,,,,,,
2141,05/29/17,22:50:00,,,,,,,,,,,4.346,,,,,,,,,,,
2142,05/29/17,22:55:00,,,,,,,,,,,4.347,,,,,,,,,,,
2143,05/29/17,23:00:00,990.8,0.0,1,16.77,15.87,94.30,0.0,0.0,188,19.91,4.334,,,,,,,,,,,
2144,05/29/17,23:05:00,,,,,,,,,,,4.328,,,,,,,,,,,
2145,05/29/17,23:10:00,,,,,,,,,,,4.335,,,,,,,,,,,
2146,05/29/17,23:15:00,990.9,0.0,1,16.15,15.26,94.30,0.0,0.0,188,19.63,4.340,,,,,,,,,,,
2147,05/29/17,23:20:00,,,,,,,,,,,4.341,,,,,,,,,,,
2148,05/29/17,23:25:00,,,,,,,,,,,4.343,,,,,,,,,,,
2149,05/29/17,23:30:00,990.9,0.0,1,15.84,14.98,94.50,0.0,0.0,188,19.39,4.332,,,,,,,,,,,
2150,05/29/17,23:35:00,,,,,,,,,,,4.326,,,,,,,,,,,
2151,05/29/17,23:40:00,,,,,,,,,,,4.331,,,,,,,,,,,
2152,05/29/17,23:45:00,990.9,0.0,1,15.65,14.76,94.30,0.0,0.0,188,19.25,4.335,,,,,,,,,,,
2153,05/29/17,23:50:00,,,,,,,,,,,4.338,,,,,,,,,,,
2154,05/29/17,23:55:00,,,,,,,,,,,4.340,,,,,,,,,,,
2155,05/30/17,00:00:00,991.2,0.0,1,15.80,14.77,93.50,0.0,0.0,188,19.20,4.328,,,,,,,,,,,
2156,05/30/17,00:05:00,,,,,,,,,,,4.320,,,,,,,,,,,
2157,05/30/17,00:10:00,,,,,,,,,,,4.326,,,,,,,,,,,
2158,05/30/17,00:15:00,991.1,0.0,1,16.20,15.12,93.20,0.0,0.0,188,19.10,4.332,,,,,,,,,,,
2159,05/30/17,00:20:00,,,,,,,,,,,4.334,,,,,,,,,,,
2160,05/30/17,00:25:00,,,,,,,,,,,4.337,,,,,,,,,,,
2161,05/30/17,00:30:00,991.3,0.0,1,16.34,15.23,93.00,0.0,0.0,188,19.20,4.328,,,,,,,,,,,
2162,05/30/17,00:35:00,,,,,,,,,,,4.320,,,,,,,,,,,
2163,05/30/17,00:40:00,,,,,,,,,,,4.325,,,,,,,,,,,
2164,05/30/17,00:45:00,991.2,0.0,1,16.56,15.22,91.70,0.0,0.0,188,19.15,4.329,,,,,,,,,,,
2165,05/30/17,00:50:00,,,,,,,,,,,4.332,,,,,,,,,,,
2166,05/30/17,00:55:00,,,,,,,,,,,4.334,,,,,,,,,,,
2167,05/30/17,01:00:00,991.3,0.0,1,16.34,15.04,91.90,0.0,0.0,188,18.94,4.323,,,,,,,,,,,
2168,05/30/17,01:05:00,,,,,,,,,,,4.317,,,,,,,,,,,
2169,05/30/17,01:10:00,,,,,,,,,,,4.322,,,,,,,,,,,
2170,05/30/17,01:15:00,991.3,0.0,1,16.32,14.99,91.70,0.0,0.2,188,18.77,4.328,,,,,,,,,,,
2171,05/30/17,01:20:00,,,,,,,,,,,4.331,,,,,,,,,,,
2172,05/30/17,01:25:00,,,,,,,,,,,4.332,,,,,,,,,,,
2173,05/30/17,01:30:00,991.6,0.0,1,16.22,15.13,93.10,0.0,0.0,188,18.63,4.322,,,,,,,,,,,
2174,05/30/17,01:35:00,,,,,,,,,,,4.314,,,,,,,,,,,
2175,05/30/17,01:40:00,,,,,,,,,,,4.320,,,,,,,,,,,
2176,05/30/17,01:45:00,991.8,0.0,1,15.94,14.78,92.70,0.0,0.0,188,18.49,4.326,,,,,,,,,,,
2177,05/30/17,01:50:00,,,,,,,,,,,4.329,,,,,,,,,,,
2178,05/30/17,01:55:00,,,,,,,,,,,4.331,,,,,,,,,,,
2179,05/30/17,02:00:00,991.9,0.0,1,15.84,14.67,92.60,0.0,0.0,188,18.37,4.320,,,,,,,,,,,
2180,05/30/17,02:05:00,,,,,,,,,,,4.313,,,,,,,,,,,
2181,05/30/17,02:10:00,,,,,,,,,,,4.317,,,,,,,,,,,
2182,05/30/17,02:15:00,991.9,0.0,1,15.65,14.64,93.60,0.0,0.0,188,18.27,4.323,,,,,,,,,,,
2183,05/30/17,02:20:00,,,,,,,,,,,4.326,,,,,,,,,,,
2184,05/30/17,02:25:00,,,,,,,,,,,4.329,,,,,,,,,,,
2185,05/30/17,02:30:00,991.9,0.0,1,15.46,14.58,94.40,0.0,0.0,188,18.10,4.316,,,,,,,,,,,
2186,05/30/17,02:35:00,,,,,,,,,,,4.310,,,,,,,,,,,
